,plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
541,KNA6518,NY,PAS,8950489168,02/10/2022,12:45P,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,0.0,65.0,0.0,23.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFJQVkVVeVQwRTlQUT09&locationName=_____________________)
542,KEP9446,NY,PAS,8950488875,02/10/2022,09:11A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFJQUkdjelRsRTlQUT09&locationName=_____________________)
543,KPH6249,NY,PAS,8950488188,02/07/2022,02:40P,FAIL TO DSPLY MUNI METER RECPT,,35.0,10.0,0.0,0.0,45.0,0.0,24.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFJQUkVVMFQwRTlQUT09&locationName=_____________________)
544,FFT4273,NY,PAS,8950488504,02/08/2022,03:06P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFJQUkZWM1RrRTlQUT09&locationName=_____________________)
545,KUW2208,NY,PAS,9001676595,08/01/2022,07:50A,FRONT OR BACK PLATE MISSING,,65.0,0.0,0.0,65.0,0.0,0.0,121.0,R,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PYWxVMVRsRTlQUT09&locationName=_____________________)
546,44661NB,NY,COM,8992798532,10/20/2021,09:01A,NO STANDING-DAY/TIME LIMITS,,115.0,10.0,0.0,0.0,125.0,0.0,88.0,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFZelZQUkZWNlRXYzlQUT09&locationName=_____________________)
547,JRM1833,NY,PAS,4788480414,07/25/2022,03:01P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkZGNFRrRTlQUT09&locationName=_____________________)
548,KXB6415,NY,PAS,4788480426,07/25/2022,03:01P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkZGNVRtYzlQUT09&locationName=_____________________)
549,X81PRM,NJ,PAS,9001676406,07/29/2022,10:08A,FRONT OR BACK PLATE MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,120.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PYWxGM1RtYzlQUT09&locationName=_____________________)
550,KHM3350,NY,PAS,8950489648,02/13/2022,01:10P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFJQVkZrd1QwRTlQUT09&locationName=_____________________)
551,Z79MUS,NJ,PAS,8950489910,02/14/2022,05:25P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFJQVkd0NFRVRTlQUT09&locationName=_____________________)
552,KGS6961,NY,PAS,8950489788,02/14/2022,01:34P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,24.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFJQVkdNMFQwRTlQUT09&locationName=_____________________)
553,KGS6961,NY,PAS,8950489790,02/14/2022,01:35P,FRONT OR BACK PLATE MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,24.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFJQVkdNMVRVRTlQUT09&locationName=_____________________)
554,KXH3192,NY,PAS,9001676534,08/01/2022,07:06A,FRONT OR BACK PLATE MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,121.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PYWxWNlRrRTlQUT09&locationName=_____________________)
555,JMY5260,NY,PAS,9001676546,08/01/2022,07:27A,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,121.0,R,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PYWxVd1RtYzlQUT09&locationName=_____________________)
556,S28NUP,NJ,PAS,8950489510,02/11/2022,02:54P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,32.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFJQVkZWNFRVRTlQUT09&locationName=_____________________)
557,HWY6809,NY,PAS,4788480554,07/25/2022,03:01P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkZVeFRrRTlQUT09&locationName=_____________________)
558,HEW7782,NY,PAS,9001676686,08/01/2022,08:33A,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,122.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PYWxrMFRtYzlQUT09&locationName=_____________________)
559,JPX1774,NY,PAS,8950490262,02/16/2022,02:11P,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,20.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOUkVreVRXYzlQUT09&locationName=_____________________)
560,K91NZY,NJ,PAS,1493095821,09/17/2023,07:18A,FIRE HYDRANT,,115.0,10.0,0.0,0.0,0.0,125.0,50.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdkNVRWRTlQUT09&locationName=_____________________)
561,HSE9120,NY,PAS,8950490330,02/16/2022,03:23P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,65.0,0.0,0.0,20.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOUkUxNlRVRTlQUT09&locationName=_____________________)
562,GSR4740,NY,PAS,8950490110,02/15/2022,03:05P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOUkVWNFRVRTlQUT09&locationName=_____________________)
563,KVD1858,NY,PAS,8950490274,02/16/2022,02:15P,EXPIRED MUNI METER,,65.0,0.0,0.0,0.0,65.0,0.0,20.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOUkVrelRrRTlQUT09&locationName=_____________________)
564,HMD9886,NY,PAS,4788480931,07/25/2022,03:03P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkd0NlRWRTlQUT09&locationName=_____________________)
565,52057JV,NY,COM,8950490833,02/17/2022,01:59P,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,40.0,25.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOUkdkNlRYYzlQUT09&locationName=_____________________)
566,H81JYL,NJ,PAS,4788480967,07/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkdzeVRuYzlQUT09&locationName=_____________________)
567,GTE4112,NY,PAS,4788480979,07/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkdzelQxRTlQUT09&locationName=_____________________)
568,JGW4187,NY,PAS,4788480992,07/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkdzMVRXYzlQUT09&locationName=_____________________)
569,KEH4354,NY,PAS,9001677319,08/03/2022,07:24A,FRONT OR BACK PLATE MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,121.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZWsxNFQxRTlQUT09&locationName=_____________________)
570,HZG1254,NY,PAS,4788481005,07/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkVGM1RsRTlQUT09&locationName=_____________________)
571,HZT8843,NY,PAS,4865176718,09/23/2023,09:58P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNVVSVE5PYW1ONFQwRTlQUT09&locationName=_____________________)
572,91591ME,NY,COM,8950491722,02/23/2022,01:29P,NO STANDING-BUS STOP,,115.0,0.0,0.0,15.0,100.0,0.0,24.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOVkdONVRXYzlQUT09&locationName=_____________________)
573,36890ME,NY,COM,8950491620,02/22/2022,02:07P,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOVkZsNVRVRTlQUT09&locationName=_____________________)
574,66855MM,NY,COM,8950491497,02/22/2022,01:31P,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,40.0,25.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOVkZFMVRuYzlQUT09&locationName=_____________________)
575,KLL4832,NY,PAS,8950491394,02/21/2022,02:42P,NO STANDING-EXC. TRUCK LOADING,,95.0,0.0,0.0,0.0,95.0,0.0,24.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOVkUwMVRrRTlQUT09&locationName=_____________________)
576,JDL4859,NY,PAS,4864297885,09/21/2023,06:13P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNUVTVFZPZW1jMFRsRTlQUT09&locationName=_____________________)
577,T100516C,NY,OMT,5128581536,07/01/2023,08:53A,FAILURE TO STOP AT RED LIGHT,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOVkZWNlRtYzlQUT09&locationName=_____________________)
578,ARG8444,WI,PAS,1493095833,09/17/2023,01:05A,NO PARKING-DAY/TIME LIMITS,,60.0,10.0,0.0,0.0,0.0,70.0,50.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdkNlRYYzlQUT09&locationName=_____________________)
579,86796MK,NY,COM,8948136161,08/17/2022,02:30P,DOUBLE PARKING,,115.0,0.0,0.0,50.0,65.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOUVSWHBPYWtVeVRWRTlQUT09&locationName=_____________________)
580,HXD7540,NY,PAS,1493095857,09/09/2023,02:23A,NO PARKING-DAY/TIME LIMITS,,60.0,10.0,0.0,0.0,0.0,70.0,50.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdjeFRuYzlQUT09&locationName=_____________________)
581,KZD1652,NY,PAS,4827644299,02/18/2023,05:44P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVVNTZXVEJPUkVrMVQxRTlQUT09&locationName=_____________________)
582,HNZ8600,NY,PAS,2010519437,06/06/2023,01:27A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,0.0,65.0,0.0,75.0,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMUVWWGhQVkZGNlRuYzlQUT09&locationName=_____________________)
583,GFE9897,NY,PAS,4788481091,07/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkVFMVRWRTlQUT09&locationName=_____________________)
584,32939NA,NY,COM,8919360443,05/27/2021,01:45P,NO PARKING-DAY/TIME LIMITS,07/28/2022,65.0,60.0,0.81,0.0,125.81,0.0,1.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVUVEpOUkZFd1RYYzlQUT09&locationName=_____________________)
585,HMV6314,NY,PAS,8919360960,06/02/2021,03:07P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVUVEpOUkdzeVRVRTlQUT09&locationName=_____________________)
586,FLS5803,NY,PAS,4788481078,07/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkVFelQwRTlQUT09&locationName=_____________________)
587,KXH3187,NY,PAS,4827644329,02/18/2023,05:45P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVVNTZXVEJPUkUxNVQxRTlQUT09&locationName=_____________________)
588,KNE3357,NY,PAS,2011030780,03/17/2023,08:12A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,0.0,65.0,0.0,66.0,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOUkdNMFRVRTlQUT09&locationName=_____________________)
589,98090NB,NY,COM,5128581585,07/01/2023,08:54A,FAILURE TO STOP AT RED LIGHT,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOVkZVMFRsRTlQUT09&locationName=_____________________)
590,W89PKD,NJ,PAS,8950491760,02/23/2022,01:51P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,24.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOVkdNeVRVRTlQUT09&locationName=_____________________)
591,JNF6591,NY,PAS,8950492076,02/24/2022,12:58P,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,23.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOYWtFelRtYzlQUT09&locationName=_____________________)
592,T432859C,NY,OMT,2011030791,03/17/2023,08:13A,NO PARKING-STREET CLEANING,,65.0,30.0,0.0,0.0,95.0,0.0,66.0,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOUkdNMVRWRTlQUT09&locationName=_____________________)
593,JKK2089,NY,PAS,9001677459,08/03/2022,08:13A,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,121.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZWxFeFQxRTlQUT09&locationName=_____________________)
594,HLK6799,NY,PAS,4788481108,07/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkVWM1QwRTlQUT09&locationName=_____________________)
595,HSV7248,NY,PAS,9001677460,08/03/2022,08:19A,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,121.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZWxFeVRVRTlQUT09&locationName=_____________________)
596,KVC2853,NY,PAS,1493095869,09/09/2023,01:57A,DOUBLE PARKING,,115.0,10.0,0.0,0.0,25.0,100.0,50.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdjeVQxRTlQUT09&locationName=_____________________)
597,LBN3205,NY,PAS,1493095870,09/08/2023,11:58P,NO STANDING-DAY/TIME LIMITS,,115.0,10.0,0.0,0.0,0.0,125.0,50.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdjelRVRTlQUT09&locationName=_____________________)
598,61219JX,NY,COM,8739208667,04/24/2019,10:09A,SAFETY ZONE,10/17/2019,115.0,60.0,52.15,0.78,226.37,0.0,109.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVrOVVTWGRQUkZreVRuYzlQUT09&locationName=_____________________)
599,HVW3916,NY,PAS,8763324908,01/27/2020,09:19A,REG. STICKER-EXPIRED/MISSING,06/16/2022,65.0,60.0,4.24,0.22,129.02,0.0,43.0,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rMTZUWGxPUkd0M1QwRTlQUT09&locationName=_____________________)
600,KGH3564,PA,PAS,1493095900,08/07/2023,03:53A,FIRE HYDRANT,,115.0,30.0,0.0,0.0,0.0,145.0,50.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkd0M1RVRTlQUT09&locationName=_____________________)
601,123,NY,VAS,2011030810,03/17/2023,08:20A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,65.0,0.0,0.0,66.0,Kings,DEPARTMENT OF SANITATION,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOUkdkNFRVRTlQUT09&locationName=_____________________)
602,HGK5546,NY,PAS,8950492593,02/27/2022,01:39P,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,20.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOYWxVMVRYYzlQUT09&locationName=_____________________)
603,28501MH,NY,COM,8950492428,02/25/2022,04:24P,NO STANDING-BUS STOP,,115.0,0.0,0.0,15.0,100.0,0.0,33.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOYWxGNVQwRTlQUT09&locationName=_____________________)
604,17039MH,NY,COM,8950492611,02/27/2022,01:54P,DOUBLE PARKING,,115.0,0.0,0.0,80.0,35.0,0.0,20.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOYWxsNFRWRTlQUT09&locationName=_____________________)
605,GWNF28,FL,PAS,4827644445,02/18/2023,05:47P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVVNTZXVEJPUkZFd1RsRTlQUT09&locationName=_____________________)
606,GKD9883,NY,PAS,8950492477,02/27/2022,12:11P,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,20.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOYWxFelRuYzlQUT09&locationName=_____________________)
607,T659007C,NY,OMT,1493095924,08/06/2023,02:45A,FIRE HYDRANT,,115.0,30.0,0.0,0.0,0.0,145.0,50.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkd0NVRrRTlQUT09&locationName=_____________________)
608,M95RCJ,NJ,PAS,1493095936,07/26/2023,01:24A,NO PARKING-DAY/TIME LIMITS,,60.0,10.0,0.0,0.0,0.0,70.0,50.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkd0NlRtYzlQUT09&locationName=_____________________)
609,68094JZ,NY,COM,8950575802,03/03/2022,01:20P,DOUBLE PARKING,,115.0,0.0,0.0,80.0,35.0,0.0,23.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PVkdkM1RXYzlQUT09&locationName=_____________________)
610,XJEW48,NJ,PAS,8950575644,03/02/2022,02:35P,PLTFRM LFTS LWRD POS COMM VEH,,65.0,0.0,0.0,0.0,65.0,0.0,24.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PVkZrd1RrRTlQUT09&locationName=_____________________)
611,KNW3716,NY,PAS,9001677514,08/03/2022,09:10A,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,121.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZWxWNFRrRTlQUT09&locationName=_____________________)
612,63393JM,NY,COM,8950575565,03/02/2022,01:48P,DOUBLE PARKING,,115.0,0.0,0.0,80.0,35.0,0.0,24.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PVkZVeVRsRTlQUT09&locationName=_____________________)
613,12090MM,NY,COM,8950575589,03/02/2022,02:02P,EXPIRED MUNI METER,,65.0,0.0,0.0,0.0,65.0,0.0,24.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PVkZVMFQxRTlQUT09&locationName=_____________________)
614,JFP4718,NY,PAS,4788481406,07/25/2022,03:06P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkZGM1RtYzlQUT09&locationName=_____________________)
615,HTY6292,NY,PAS,8919365568,08/14/2021,03:52P,FIRE HYDRANT,07/28/2022,115.0,60.0,1.38,0.22,176.16,0.0,6.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVUVEpPVkZVeVQwRTlQUT09&locationName=_____________________)
616,KDR8052,NY,PAS,8919365210,08/12/2021,03:46P,EXPIRED MUNI METER,,65.0,30.0,0.0,0.0,95.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVUVEpPVkVsNFRVRTlQUT09&locationName=_____________________)
617,N22NHN,NJ,PAS,8919365544,08/14/2021,03:34P,FAIL TO DSPLY MUNI METER RECPT,,65.0,30.0,0.0,0.0,95.0,0.0,6.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVUVEpPVkZVd1RrRTlQUT09&locationName=_____________________)
618,GBC2618,NY,PAS,9001677745,08/04/2022,07:35A,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,120.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZW1Nd1RsRTlQUT09&locationName=_____________________)
